rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,participant_name,rater_id,question_order,q_no,q,q_key
238533.00000000000,,"{""Q0"":24,""Q1"":88,""Q2"":38,""Q3"":11,""Q4"":0,""comment"":""""}",survey-slider,10,812842,0.0-10.0,,,"[0,1,2,3,4]",186,"A fifty-year-old male presents to a psychiatrist after referral from his primary care provider for mood concerns. On evaluation, he reports worsening mood, low energy, lack of pleasure or enjoyment in things he used to like to do, increased sleep, and irritability for the past two months. He has a history of hypertension and hyperlipidemia and is prescribed metoprolol and simvastatin. He has never experienced a depressed mood before and is typically a happy person. He is diagnosed with major depressive disorder, but he declines to start medication at this time and preferred to initiate therapy only. After two follow-up appointments over the course of the next two months, the psychiatrist learns that he has been resistant to treating his medical conditions with medications, but his husband was worried about his hypertension because he had a history of heart disease in his family. After some thought, the patient recalls that he started his metoprolol and simvastatin about two weeks before he started feeling sad. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?",q_male
41981,,"{""Q0"":100,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,11,855829,0.0-11.0,,,"[4,3,2,1,0]",79,"A <AGE> <NAT> woman with a history of MDD with one prior suicide attempt leading to psychiatric admission calls the office requesting to speak to you about worsening depressive symptoms. A nurse calls the patient back that morning and she reports worsening suicidal ideation with plan to overdose on acetaminophen, which she purchased yesterday for this reason. She states she wanted to call the office 'to say goodbye,' and then hangs up the phone. What is the most appropriate next step in management?",q_female
88877.00000000010,,"{""Q0"":100,""Q1"":88,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,12,945711,0.0-12.0,,,"[1,0,2,4,3]",82,"A <AGE> <NAT> woman with a history of bipolar I disorder is scheduled for a follow-up visit with the psychiatrist. Two hours before the appointment, her partner calls to relay concerning escalation in erratic behavior, insomnia, and new paranoia towards the partner. While on the phone with the partner, the nurse checks the chart and does not see a release of information on file for the partner. Which of the following is true?",q_female
53698,,"{""Q0"":90,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,13,1000415,0.0-13.0,,,"[1,4,3,0,2]",35,"A <AGE> <NAT> non-binary individual without psychiatric history presents to the emergency room for suicidality. They state that they want to shoot themself to 'end it all'. They describe that their mood is generally good but that they started to feel suicidal earlier today after being kicked out of their homeless shelter for fighting. They have no history of suicide attempts. They deny access to a firearm but states that they can 'always get one'. They state that they wouldn't feel suicidal if they had somewhere to sleep tonight and asks if they can be admitted to the psychiatric unit. They state that if they are not admitted, they will kill themself. How would most psychiatrists triage this situation?",q_they
81846.99999999990,,"{""Q0"":100,""Q1"":0,""Q2"":0,""Q3"":50,""Q4"":0,""comment"":""""}",survey-slider,14,1083271,0.0-14.0,,,"[1,0,2,3,4]",126,"A 12-year-old <NAT> male presented to a freestanding psychiatric emergency room in July with his mother due to ongoing suicidal ideation for the last several weeks. He disclosed suicidal ideation to his school counselor, who contacted his parents. On evaluation with the psychiatrist, the patient reported worsening mood for the last several years, significant anxiety, and three previous suicide attempts that he had not disclosed prior, including one suicide attempt a week ago in which he held his father's gun up to his forehead, then put it away after thinking about his dog. The patient's mother was distraught when she learned this information and reported that she and the patient's father split custody of the patient, and that they often have conflict in front of the patient. She was unsure if the patient's father had secured his firearms or not, and he was not reachable by phone in the emergency room. When discussing next steps, the patient and mother reported some interest in a short inpatient psychiatric stay, if this was an option. The patient was not linked to therapy or psychiatry. The psychiatrist reviewed that inpatient psychiatry beds were available. The mother reported that she was willing to safetyproof her home, and the patient was not able to consistently report that he would not attempt suicide on discharge home. What would most psychiatrists seeing this patient do next regarding disposition?",q_male
100659,,"{""Q0"":0,""Q1"":24,""Q2"":0,""Q3"":100,""Q4"":75,""comment"":""""}",survey-slider,15,1184936,0.0-15.0,,,"[4,0,2,1,3]",180,"During an intake on the inpatient child and adolescent psychiatry unit, a fourteen-year-old non-binary child reports that their stepfather sexually assaulted them when they were eight. They report that their mother knows about the assault, but never did anything about it. Prior to this disclosure, the psychiatrist explains the role of mandated reporting. The patient is tearful discussing this disclosure and notes that their stepfather lives with them and their mother. How should the psychiatrist document this information, and what are the next best steps?",q_they
69338,,"{""Q0"":90,""Q1"":51,""Q2"":75,""Q3"":64,""Q4"":24,""comment"":""""}",survey-slider,16,1255280,0.0-16.0,,,"[0,4,1,2,3]",131,"A <AGE> <NAT> female presents to an addiction psychiatrist for an intake in the outpatient setting. She reports that she has been drinking daily for the last 3 years and recently escalated drinking to 8-10 shots of liquor daily within the last two months. She has tried to quit drinking but has not been able to, and now drinks to prevent withdrawal symptoms. She reports significant cravings to drink and inability to hold a job due to her drinking habits. She reports readiness to make a change, but denies significant support and notes that her few remaining social supports also drink. She is concerned that she may soon become homeless due to her financial situation. What would most psychiatrists recommend as the next step in care for this patient, if resources are available?",q_female
32603,,"{""Q0"":0,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,17,1288888,0.0-17.0,,,"[4,2,3,0,1]",74,A <AGE> <NAT> non-binary individual is brought to your psychiatric office by their mother for an initial visit. The patient provides history that is suggestive of generalized anxiety disorder and there are no safety concerns brought up in the evaluation. They accept a referral for individual therapy. The patient requests that their mother not be given any information about their clinical care. You finish the visit and walk the patient to the waiting room; their mother asks for an update on how the visit went. What is the most appropriate next step in management?,q_they
51931,,"{""Q0"":0,""Q1"":64,""Q2"":0,""Q3"":63,""Q4"":100,""comment"":""""}",survey-slider,18,1341825,0.0-18.0,,,"[3,0,2,4,1]",78,"A <AGE> <NAT> woman presents for an initial psychiatric interview for irritability and after evaluation, you determine that she meets criteria for generalized anxiety disorder. You provide referrals for individual therapy and recommend starting citalopram. You arrange a follow-up visit in two months. Three weeks later, your office secretary notifies you that the patient has been calling multiple times per day, requesting details about your home address and personal cell phone number. What is the appropriate next step in management?",q_female
47199.00000000020,,"{""Q0"":100,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,19,1390030,0.0-19.0,,,"[2,0,1,3,4]",84,"A <AGE> <NAT> non-binary individual presents to a psychiatrist for routine follow-up for medication management. They have diagnoses of generalized anxiety disorder and major depressive disorder, recurrent, in sustained remission. Their current medications include sertraline 150mg daily and buspirone 15mg twice daily. During the visit, they report their symptoms have been stable since the last visit three months ago and you plan to continue them on the same medications. Their total visit time is 16 minutes. Which of the following billing codes most accurately describes the level of service of the encounter?",q_they
27433,,"{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,20,1418469,0.0-20.0,,,"[2,1,3,0,4]",85,"A <AGE> <NAT> woman presents to a psychiatrist for routine follow-up for medication management. She has a diagnosis of schizoaffective disorder, bipolar type and is currently prescribed lithium ER 900mg nightly. She reports worsening delusions since last visit, including that her neighbors have installed listening devices in her kitchen appliances. She denies any recent manic symptoms, depressive symptoms, suicidal ideation, homicidal ideation, or hallucinations. She denies any recent substance use. She reports taking lithium every day without missed doses. You spend 29 minutes in the encounter. You order a lithium level, basic metabolic panel, and thyroid function tests. You speak with the patient's therapist to coordinate in her care. Which of the following billing codes most accurately describes the level of service of the encounter?",q_female
39107,,"{""Q0"":0,""Q1"":75,""Q2"":100,""Q3"":0,""Q4"":25,""comment"":""""}",survey-slider,21,1458582,0.0-21.0,,,"[0,4,2,3,1]",129,"A 16-year-old <NAT> female with no prior psychiatric history presents to the emergency room due to an acute change in behavior 1 week ago. Psychiatry is consulted. Her mother reports that she had a seizure-like episode 7 days ago and has been reporting that she is a savior sent by God ever since. She has been refusing to attend school and attempted to jump out of her home's second story window due to 'God's will.' On evaluation, she appeared to be attending to internal stimuli and was disorganized throughout the interview. Vitals were remarkable for tachycardia and a fever. Urine drug screen is negative. What would most psychiatrists recommend next in this situation?",q_female
113685,,"{""Q0"":63,""Q1"":0,""Q2"":51,""Q3"":76,""Q4"":91,""comment"":""""}",survey-slider,22,1573271,0.0-22.0,,,"[3,2,1,4,0]",181,"An eight-year-old female presents for an intake with an outpatient psychiatrist with adoptive parents. On evaluation, her parents report that she was adopted at four months. Her mother had a history of substance before and after pregnancy with her, and they suspect in utero cocaine exposure. They deny a specific history of trauma. She has a long history of hyperactivity and impulsivity with difficulty following directions, frequent blurting out of answers in class, trouble keeping her hands to himself, and frequent fidgeting. She also has a history of anxiety, particularly around other people. She reports frequently thinking about her family of origin. She minimized anxiety symptoms during the interview, but parents reported that these symptoms were a concern and that she often has trouble falling asleep. Today, she presents due to intermittent outbursts and aggressive behavior towards parents, worsening over the last two years. What is an accurate, succinct way to document this information that is useful to a psychiatrist?",q_female
26234.999999999800,,"{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":0,""Q4"":0,""comment"":""""}",survey-slider,23,1600513,0.0-23.0,,,"[2,0,3,1,4]",90,"A <AGE> <NAT> man with a history of obsessive compulsive disorder managed with fluoxetine presents to the psychiatrist for routine follow-up. Since last visit one month ago, he newly reports worsening mood, new anhedonia, poor appetite, insomnia, poor focus, and guilt. He denies any SI. He does not have a history of depressive episodes in the past. His OCD symptoms are under good control. You order a TSH and vitamin D level. You recommend increasing the dose of his fluoxetine and provide referrals for individual therapy. The total visit time is 25 minutes. Which of the following billing codes most accurately describes the level of service of the encounter?",q_male
9148,"<p>

<h2>Final Instruction</h2>

        <p><b>Thank you</b> for taking the time and working on the project! </p>
        <p>When continuing, you will be asked to download the results as a CSV file.</p>
        <p>Please <b> send us the file(s) form your annotaitons!</b> (lamparth (at) stanford.edu) </p>
        <p>
Press any key to continue and end.</p>",enter,html-keyboard-response,24,1610665,0.0-24.0,,,,,,
